formula,Nb,Mo,Ta,W,SFE,composition,Weight Fraction,Atomic Fraction,Yang delta,Yang omega,APE mean,Radii local mismatch,Radii gamma,Configuration entropy,Atomic weight mean,Total weight,Lambda entropy,Electronegativity delta,Electronegativity local mismatch,VEC mean,Mixing enthalpy,Mean cohesive energy,Interant electrons,Interant s electrons,Interant p electrons,Interant d electrons,Interant f electrons,Shear modulus mean,Shear modulus delta,Shear modulus local mismatch,Shear modulus strength model
Nb22Mo6Ta27W45,22,6,27,45,1.4841,Nb22 Mo6 Ta27 W45,Nb0.1295439119115447 Mo0.03648377365216351 Ta0.3096464116678632 W0.5243259027684286 ,Nb0.22Mo0.06Ta0.27W0.45,0.03197238573246569,4.663767982972629,-0.010887151453110193,2.3838,1.0440965224205654,-0.010099524649039746,157.7809312,15777.973119999999,-9.879861253527732,0.0831302047784334,0.18706500000000004,5.51,7.210800000000001,8.2666,18.0,2.0,0,16.0,0,102.5823,0.477325325245871,26.338707,-0.11678626943922779
Nb56Mo19Ta12W13,56,19,12,13,1.2479,Nb56 Mo19 Ta12 W13,Nb0.4490201834486384 Mo0.15732060666131728 Ta0.18739890231183468 W0.20626030757820976 ,Nb0.56Mo0.19Ta0.12W0.13,0.021684003751931597,4.950901786520362,0.015175371349062368,1.534,1.0438993902523712,-0.009643388801790526,115.8729184,11586.911839999999,-20.50929488550311,0.07300606178872067,0.14752500000000007,5.32,5.776,7.664,18.0,2.0,0,16.0,0,71.1156,0.6106176130086559,22.150488,-0.12232816209816887
Nb4Mo34Ta1W61,4,34,1,61,1.651,Nb4 Mo34 Ta1 W61,Nb0.02472760152202441 Mo0.21704765340330437 Ta0.012040096366081346 W0.7461846487085899 ,Nb0.04Mo0.34Ta0.01W0.61,0.017655144004585246,17.610183815279107,-0.0035691766813866687,1.1614,1.0444324180705598,-0.007009722759897466,150.294534,15028.7734,-22.488387348777508,0.03547932732246989,0.0641849999999999,5.95,1.346,8.1316,18.0,2.0,0,16.0,0,134.8875,0.20268336654741062,12.286635,-0.027251192787672948
Nb1Mo29Ta62W8,1,29,62,8,1.3263,Nb1 Mo29 Ta62 W8,Nb0.00596906133532312 Mo0.17875500682317086 Ta0.7207849196302196 W0.09449101221128646 ,Nb0.01Mo0.29Ta0.62W0.08,0.02424502970418354,4.735703390243027,-0.02003224392305974,1.698,1.043787098445899,-0.007511497412351478,155.65234940000002,15564.654939999999,-12.778535414307873,0.07181200976635452,0.1509000000000001,5.37,5.079999999999999,7.7875000000000005,18.0,2.0,0,16.0,0,88.7721,0.32232344241532557,14.032802999999998,-0.039381712867439175
Nb66Mo4Ta18W12,66,4,18,12,1.1406,Nb66 Mo4 Ta18 W12,Nb0.5118927218662137 Mo0.032036804137047355 Ta0.271903930139491 W0.18416654385724784 ,Nb0.66Mo0.04Ta0.18W0.12,0.020451493628320272,6.083199149554927,0.010976434455324601,1.2552,1.0438094987687279,-0.008032076977446616,119.78802920000001,11978.72292,-19.203385468383672,0.06303931658278776,0.09648000000000004,5.159999999999999,3.9168000000000003,7.795000000000002,18.0,2.0,0,16.0,0,60.0828,0.6469595752677528,17.263872,-0.11717520767138419
Nb25Mo22Ta45W8,25,22,45,8,1.2565,Nb25 Mo22 Ta45 W8,Nb0.1653525147208627 Mo0.15026147645448268 Ta0.579683941883604 W0.10470206694105065 ,Nb0.25Mo0.22Ta0.45W0.08,0.02227178400227148,6.466043376900544,-0.008017695645812208,1.6294000000000002,1.0437938155054338,-0.010318243062548018,140.47154100000003,14046.7141,-20.801552155895894,0.06966681955318106,0.13704000000000008,5.300000000000002,4.948,7.749900000000001,18.0,2.0,0,16.0,0,77.98500000000001,0.44681904703562464,18.485219999999998,-0.0839101840963413
Nb18Mo28Ta25W29,18,28,25,29,1.9055,Nb18 Mo28 Ta25 W29,Nb0.11765520589758333 Mo0.1889952329232431 Ta0.31826333727522266 W0.3750862239039509 ,Nb0.18Mo0.28Ta0.25W0.29,0.028015312471713377,5.778938977056919,-0.006571946490808322,2.179,1.044055553201719,-0.011395594574015419,142.14251839999997,14213.69184,-14.519312349879554,0.0765596337751719,0.17794500000000002,5.57,6.3100000000000005,7.8782,18.0,2.0,0,16.0,0,100.70609999999999,0.4251571657598113,23.816163,-0.0914155746397304
Nb46Mo20Ta22W12,46,20,22,12,1.2533,Nb46 Mo20 Ta22 W12,Nb0.3452254724904534 Mo0.15499909848814938 Ta0.3215700865194499 W0.17820534250194736 ,Nb0.46Mo0.2Ta0.22W0.12,0.022339492102990764,5.6693989460263765,0.008163747424770029,1.6360000000000001,1.0438723739291131,-0.010530766402501541,123.7982684,12379.42684,-21.10150295877874,0.07250443761258457,0.14640000000000009,5.32,5.5936,7.696200000000001,18.0,2.0,0,16.0,0,73.86359999999999,0.5612249756037629,21.933888000000003,-0.11227825627012224
Nb49Mo4Ta22W25,49,4,22,25,1.2754,Nb49 Mo4 Ta22 W25,Nb0.3368906880470602 Mo0.028399264573899678 Ta0.2945937768410921 W0.340116270537948 ,Nb0.49Mo0.04Ta0.22W0.25,0.027009955102460643,4.904670062932538,-0.026553070186412987,1.9168,1.0439174244858673,-0.009627430501332818,135.1310598,13513.02598,-13.196618675141057,0.07793113293829493,0.15166500000000002,5.290000000000001,6.1064,7.9891000000000005,18.0,2.0,0,16.0,0,76.3497,0.6260535552698869,24.475946999999998,-0.13928371603148443
Nb4Mo67Ta26W3,4,67,26,3,0.8599,Nb4 Mo67 Ta26 W3,Nb0.030825530652109964 Mo0.5331869956647483 Ta0.3902400861914225 W0.04574738749171932 ,Nb0.04Mo0.67Ta0.26W0.03,0.020015998975064404,4.8770006863715265,0.002821207000593516,1.3412000000000002,1.0439942791562917,-0.007087775522879553,120.57110399999999,12055.7704,-17.69112350195347,0.06236685156247583,0.1303650000000001,5.7,4.384,7.245200000000001,18.0,2.0,0,16.0,0,101.52900000000001,0.2531888347189973,12.1779,-0.03545171020254544
Nb70Mo3Ta16W11,70,3,16,11,1.1085,Nb70 Mo3 Ta16 W11,Nb0.5554384154156746 Mo0.02458177864102697 Ta0.24726680462639766 W0.17271300131690076 ,Nb0.7Mo0.03Ta0.16W0.11,0.01949448356813922,6.132202249637442,0.01240748329859149,1.142,1.0438005351676747,-0.0074067968749292655,117.0873268,11708.67268,-19.489781274951582,0.06026971577549958,0.08692500000000002,5.140000000000001,3.5568,7.7786,18.0,2.0,0,16.0,0,57.5202,0.6518863366538329,15.868331999999999,-0.11457382316152968
Nb78Mo2Ta19W1,78,2,19,1,0.9987,Nb78 Mo2 Ta19 W1,Nb0.6551914681170149 Mo0.017348335082777486 Ta0.3108387775714301 W0.01662141922877743 ,Nb0.78Mo0.02Ta0.19W0.01,0.00902739637419022,20.038082991026474,0.010527135303142823,0.46380000000000005,1.0437000127980594,-0.005268007730915557,110.60467360000001,11060.427360000001,-64.64298163884594,0.027412714026027366,0.018945000000000007,5.03,0.7532000000000001,7.6690000000000005,18.0,2.0,0,16.0,0,46.1199,0.41499210478876253,7.093683,-0.04966433758651883
Nb5Mo2Ta75W18,5,2,75,18,1.2009,Nb5 Mo2 Ta75 W18,Nb0.02648924497315843 Mo0.010941673382279322 Ta0.7738714048529834 W0.18869767679157884 ,Nb0.05Mo0.02Ta0.75W0.18,0.026942370534960295,4.740374097674892,-0.029493007286178825,1.6054000000000002,1.043726761770497,-0.006255888797840196,175.366629,17536.6229,-8.618216720495587,0.07021395534245052,0.11814000000000001,5.2,4.392,8.191899999999999,18.0,2.0,0,16.0,0,83.232,0.4094010136010826,14.51352,-0.06388089862396568
Nb11Mo40Ta44W5,11,40,44,5,1.3514,Nb11 Mo40 Ta44 W5,Nb0.07437661643316033 Mo0.279291616144706 Ta0.5794345260316255 W0.06689724139050807 ,Nb0.11Mo0.4Ta0.44W0.05,0.02240576993099015,5.367354489466285,-0.007207927147691428,1.6728,1.0438498923690678,-0.00931446177950538,137.412769,13740.476900000001,-18.5540200079907,0.07126823291144578,0.15562500000000012,5.45,5.368,7.569700000000001,18.0,2.0,0,16.0,0,88.3065,0.35188164824579854,16.486155,-0.06076586425348831
Nb3Mo64Ta11W22,3,64,11,22,1.593,Nb3 Mo64 Ta11 W22,Nb0.022380274081186986 Mo0.49303561894723513 Ta0.15982502901274404 W0.3247590779588339 ,Nb0.03Mo0.64Ta0.11W0.22,0.020299311994055717,9.066655851695764,0.014002423843787597,1.3638,1.0441879104205156,-0.00803738344465826,124.5506582,12453.78582,-19.505273792240875,0.049939444345526975,0.09797999999999998,5.86,2.7576,7.440900000000001,18.0,2.0,0,16.0,0,116.44980000000001,0.23240379426626065,12.965892,-0.03115493559775713
Nb46Mo9Ta4W41,46,9,4,41,1.4128,Nb46 Mo9 Ta4 W41,Nb0.3189707923753497 Mo0.06444508050783733 Ta0.05402080325352645 W0.5625633238632866 ,Nb0.46Mo0.09Ta0.04W0.41,0.027928903075583874,3.726590063859799,-0.011506808042518059,2.0444,1.044126171169409,-0.008881252662286964,133.98565,13398.385,-11.38587647195199,0.08246388549303396,0.186285,5.5,7.56,8.068999999999999,18.0,2.0,0,16.0,0,93.13499999999999,0.5846440849651153,28.53126,-0.13916779669228646
Nb3Mo69Ta17W11,3,69,17,11,0.7393,Nb3 Mo69 Ta17 W11,Nb0.02323253265453318 Mo0.5517960252691582 Ta0.25640836156700747 W0.16856308050930116 ,Nb0.03Mo0.69Ta0.17W0.11,0.02008126004166861,6.603970268063918,0.009832979740770336,1.3137999999999999,1.0440965224205654,-0.007526361409595281,119.98313099999999,11996.9331,-18.663932228994746,0.05554005739779743,0.11068500000000003,5.800000000000001,3.472,7.2889,18.0,2.0,0,16.0,0,109.52999999999999,0.23712974691017089,12.090599999999998,-0.0305682166226068
Nb9Mo3Ta74W14,9,3,74,14,1.1768,Nb9 Mo3 Ta74 W14,Nb0.04893277536922669 Mo0.01684351662725283 Ta0.7836046775172506 W0.15061903048627004 ,Nb0.09Mo0.03Ta0.74W0.14,0.024526495406363005,5.875930956604411,-0.02875929721910282,1.4308,1.0436977855821836,-0.006817358700823209,170.8794054,17087.88054,-11.333006891222093,0.06537314308445287,0.10272000000000002,5.17,3.8128,8.1259,18.0,2.0,0,16.0,0,79.0821,0.40807630562739544,13.684203000000002,-0.06477636681913222
Nb36Mo14Ta15W35,36,14,15,35,1.4248,Nb36 Mo14 Ta15 W35,Nb0.24172673348510743 Mo0.09707432822513758 Ta0.19616494566651935 W0.46503399262323575 ,Nb0.36Mo0.14Ta0.15W0.35,0.028473060214231037,4.804383818513819,-0.01225505862182626,2.1646,1.0440691989301645,-0.01076709550344673,138.3668788,13836.407879999999,-13.280984569842124,0.08112565999478116,0.184065,5.489999999999999,7.1316,8.01,18.0,2.0,0,16.0,0,93.5517,0.5378049769476582,27.429267000000003,-0.12704754166103505
Nb2Mo9Ta81W8,2,9,81,8,1.157,Nb2 Mo9 Ta81 W8,Nb0.01081767694098576 Mo0.050269052197833806 Ta0.853290658987558 W0.08562261187362255 ,Nb0.02Mo0.09Ta0.81W0.08,0.021365304053674303,5.401758437102566,0.02352818862010639,1.1666000000000003,1.0436555228829434,-0.005551240272405001,171.7695104,17176.77104,-12.161072279225232,0.06094606911399597,0.09570000000000005,5.17,3.3668000000000005,8.0382,18.0,2.0,0,16.0,0,79.0341,0.3301594975425986,9.999483,-0.03859369636662405
Nb50Mo47Ta2W1,50,47,2,1,1.2953,Nb50 Mo47 Ta2 W1,Nb0.4788872759199077 Mo0.4648526671327695 Ta0.037307938308082766 W0.018952118639240026 ,Nb0.5Mo0.47Ta0.02W0.01,0.015125578302635823,3.2516509692610347,-0.012801078592862345,1.0772,1.043939993601633,-0.006865089014066491,97.01174759999998,9700.23476,-30.006973610634002,0.06952102995190941,0.15124500000000016,5.4799999999999995,5.9936,7.2414000000000005,18.0,2.0,0,16.0,0,76.0644,0.517110455135834,19.931927999999996,-0.10849013399113622
Nb7Mo3Ta18W72,7,3,18,72,0.8646,Nb7 Mo3 Ta18 W72,Nb0.03730814650877698 Mo0.01651129222488917 Ta0.18684698712659026 W0.7593335741397436 ,Nb0.07Mo0.03Ta0.18W0.72,0.029822164818315396,4.549009452249486,0.006180874434282618,1.8516,1.0443513075056128,-0.006954923595871783,174.317665,17431.7065,-7.820131052294123,0.07013142192445432,0.14273999999999998,5.75,5.4,8.6005,18.0,2.0,0,16.0,0,128.6175,0.3169098801513926,18.367514999999997,-0.06348691080195448
Nb19Mo17Ta59W5,19,17,59,5,1.208,Nb19 Mo17 Ta59 W5,Nb0.11774950418095566 Mo0.10879491145537842 Ta0.7121401282515223 W0.06131545611214352 ,Nb0.19Mo0.17Ta0.59W0.05,0.020096161907125647,7.1959025177830345,-0.017941986025852105,1.3602,1.0437133821167728,-0.008961340709960934,149.9166614,14991.326140000001,-22.18946071773921,0.06309091993053502,0.11008500000000007,5.22,3.9112000000000005,7.821700000000001,18.0,2.0,0,16.0,0,74.9706,0.39533566333507747,14.656188,-0.06577133739732807
Nb56Mo27Ta8W9,56,27,8,9,1.2644,Nb56 Mo27 Ta8 W9,Nb0.4775239486449487 Mo0.237752487675324 Ta0.13286331305700633 W0.15186025062272102 ,Nb0.56Mo0.27Ta0.08W0.09,0.019643185502896017,4.529256292532285,0.01804724118930526,1.3964,1.0439084050314449,-0.009120389410003765,108.95820320000001,10895.28032,-23.63684708908168,0.07208123277229811,0.15052500000000005,5.36,5.875200000000001,7.5296,18.0,2.0,0,16.0,0,71.5128,0.589437443726438,21.593112000000005,-0.11772719850566905
Nb38Mo24Ta10W28,38,24,10,28,1.4764,Nb38 Mo24 Ta10 W28,Nb0.2760314384457401 Mo0.1800281295359749 Ta0.14147604570521524 W0.40246438631306963 ,Nb0.38Mo0.24Ta0.1W0.28,0.02591193878173863,4.879873755335791,-0.010087427104966365,1.9848000000000001,1.044062374732581,-0.01078224995959284,127.9048124,12790.001240000001,-16.0586701525851,0.0781926149988106,0.18000000000000005,5.52,6.857600000000001,7.815400000000002,18.0,2.0,0,16.0,0,91.7376,0.5297902155121478,26.613888000000003,-0.11847994293026912
Nb29Mo18Ta44W9,29,18,44,9,1.2369,Nb29 Mo18 Ta44 W9,Nb0.19193520527792707 Mo0.12302215327558695 Ta0.5671752625733159 W0.11786737887317023 ,Nb0.29Mo0.18Ta0.44W0.09,0.022296470925334703,6.712706490219847,-0.007332976952619543,1.6087999999999998,1.043787098445899,-0.010355867085879007,140.37831740000001,14037.471739999999,-20.83119626096361,0.06884471292393608,0.13054500000000005,5.270000000000001,4.780799999999999,7.787900000000001,18.0,2.0,0,16.0,0,75.69510000000001,0.47131755391788266,18.760082999999998,-0.08865515175569505
Nb8Mo28Ta45W19,8,28,45,19,1.4464,Nb8 Mo28 Ta45 W19,Nb0.049335670848062646 Mo0.17831310308367362 Ta0.5404948066740185 W0.2318564193942452 ,Nb0.08Mo0.28Ta0.45W0.19,0.02779175253049743,5.549158727593273,-0.013674229394104396,2.107,1.043919680080443,-0.010254122393968083,150.6574564,15065.18564,-13.27598120650117,0.07649666599131608,0.17254500000000006,5.470000000000001,5.938000000000001,7.8511999999999995,18.0,2.0,0,16.0,0,95.3931,0.38329323943787796,19.761483000000002,-0.06689143595684306
Nb9Mo24Ta30W37,9,24,30,37,1.8575,Nb9 Mo24 Ta30 W37,Nb0.05440462613770034 Mo0.14981618647792816 Ta0.35320149745760065 W0.4425776899267709 ,Nb0.09Mo0.24Ta0.3W0.37,0.030117780314360947,5.7583627228147,-0.003770932986933133,2.3040000000000003,1.0440988013085488,-0.010710828199284657,153.6971382,15369.23382,-11.80802138641012,0.07645128964230274,0.177705,5.61,6.132,8.041100000000002,18.0,2.0,0,16.0,0,108.37530000000001,0.3776920530030532,22.438826999999996,-0.07531306900067865
Nb26Mo42Ta13W19,26,42,13,19,1.9533,Nb26 Mo42 Ta13 W19,Nb0.19654201394027526 Mo0.3278577996523367 Ta0.19139622463722758 W0.28420396177016044 ,Nb0.26Mo0.42Ta0.13W0.19,0.023416358044985035,5.508002114949472,-0.0036619531409112604,1.7934,1.044055553201719,-0.01076959829680327,122.9116832,12290.32832,-19.64087377182735,0.0720148305180558,0.16582500000000006,5.610000000000001,5.9852,7.5766,18.0,2.0,0,16.0,0,96.37529999999998,0.4364905274533631,22.940187000000005,-0.09129558667336457
Nb6Mo52Ta35W7,6,52,35,7,1.9237,Nb6 Mo52 Ta35 W7,Nb0.04233802538291544 Mo0.3789106985482217 Ta0.48101138259623255 W0.09773989347263023 ,Nb0.06Mo0.52Ta0.35W0.07,0.02290189813010937,5.2244651985059285,-0.0050242519852278745,1.6830000000000003,1.0439422521239734,-0.008833062576331301,131.6741408,13166.374080000001,-16.841018387361537,0.06934616591392039,0.1549050000000001,5.59,5.2092,7.4586,18.0,2.0,0,16.0,0,97.2087,0.3080653214665354,15.582146999999999,-0.04787253792727723
Nb6Mo12Ta17W65,6,12,17,65,0.8282,Nb6 Mo12 Ta17 W65,Nb0.033310857040465686 Mo0.06879707560368357 Ta0.1838194398162623 W0.7140726275395883 ,Nb0.06Mo0.12Ta0.17W0.65,0.02876909428718387,5.89269872509348,0.007577872461825109,1.9006000000000003,1.0443305108224055,-0.008351228644849587,167.3467224,16734.432240000002,-10.090158655639602,0.06714201422574789,0.14038499999999998,5.7700000000000005,4.9228000000000005,8.4346,18.0,2.0,0,16.0,0,127.2681,0.30570590620825006,18.569403,-0.05872838762425446
Nb27Mo21Ta28W24,27,21,28,24,1.3785,Nb27 Mo21 Ta28 W24,Nb0.1791521114232899 Mo0.1438903394406917 Ta0.3618463188697596 W0.3151112302662588 ,Nb0.27Mo0.21Ta0.28W0.24,0.027506983992950415,5.58309003137044,-0.015107425760455756,2.1228000000000002,1.0439716396088095,-0.011474935727066825,140.023329,14001.9129,-15.165764654149193,0.0785123966942149,0.17586000000000004,5.450000000000001,6.492000000000001,7.8801000000000005,18.0,2.0,0,16.0,0,90.3825,0.49040599860518197,24.599475,-0.10786978178940279
Nb9Mo41Ta17W33,9,41,17,33,0.8121,Nb9 Mo41 Ta17 W33,Nb0.060101026704746235 Mo0.28273359409306864 Ta0.2211038290574551 W0.43606155014473 ,Nb0.09Mo0.41Ta0.17W0.33,0.025764362197639598,6.952872051508421,0.00548154669830297,1.9362,1.044169594588735,-0.010387192865396912,139.1335138,13912.53138,-15.648020404725838,0.06591191443072358,0.148605,5.74,4.800800000000001,7.7915,18.0,2.0,0,16.0,0,113.0142,0.3285526617744178,19.848012,-0.06168103755002628
Nb46Mo1Ta39W14,46,1,39,14,1.1605,Nb46 Mo1 Ta39 W14,Nb0.3052559531180082 Mo0.006852680539490097 Ta0.504056104039833 W0.18383526230266867 ,Nb0.46Mo0.01Ta0.39W0.14,0.022758791895939136,7.121013777649227,-0.003891754672966501,1.4674,1.043766962867673,-0.008694266359427728,140.00380800000002,14000.3608,-16.785509640462525,0.06359767610670622,0.09456000000000003,5.15,3.778000000000001,7.955400000000001,18.0,2.0,0,16.0,0,66.5955,0.5740186548111674,18.238035000000004,-0.10642579706771269
Nb47Mo36Ta13W4,47,36,13,4,1.2856,Nb47 Mo36 Ta13 W4,Nb0.4003071967757457 Mo0.31663011332390356 Ta0.21564870426874475 W0.0674139856316059 ,Nb0.47Mo0.36Ta0.13W0.04,0.018142046152640916,4.70419007656501,0.01462092857390091,1.3398,1.0438926322339679,-0.009283735019992516,109.08842299999999,10908.1223,-28.20656502337554,0.07044424699954475,0.14976000000000012,5.4,5.744,7.4220999999999995,18.0,2.0,0,16.0,0,74.34599999999999,0.5225713330175726,20.5116,-0.10582263306320759
Nb11Mo19Ta35W35,11,19,35,35,1.8359,Nb11 Mo19 Ta35 W35,Nb0.06545885248623289 Mo0.11675714827907646 Ta0.40565021228073395 W0.41213378695395675 ,Nb0.11Mo0.19Ta0.35W0.35,0.03082466470897937,5.459823362236889,-0.008751717484215837,2.3586,1.0440464619726357,-0.010751786657433822,156.1278598,15612.40598,-11.315764895591364,0.07939862972534163,0.183165,5.540000000000001,6.4936,8.078500000000002,18.0,2.0,0,16.0,0,103.7082,0.4080107903208139,23.224572,-0.08432652711123143
Nb32Mo44Ta4W20,32,44,4,20,1.8011,Nb32 Mo44 Ta4 W20,Nb0.2564049610925292 Mo0.3640686619683569 Ta0.062422965639140765 W0.3171034112999732 ,Nb0.32Mo0.44Ta0.04W0.2,0.021757801316919588,4.928547805774316,-0.0015191573732969577,1.6384,1.044094243829798,-0.009781363043210343,115.9583568,11594.95568,-20.66185764837225,0.07066365283922005,0.16224000000000008,5.640000000000001,6.0032,7.527200000000001,18.0,2.0,0,16.0,0,96.2892,0.45841011707818496,23.599872000000005,-0.09518063602109701
Nb19Mo32Ta7W42,19,32,7,42,0.8389,Nb19 Mo32 Ta7 W42,Nb0.127699745954494 Mo0.2220959229461183 Ta0.09163100143846553 W0.5585733296609223 ,Nb0.19Mo0.32Ta0.07W0.42,0.025042808947327997,6.257162207611185,0.005494056607298825,1.8742,1.0442337839768927,-0.010231676818555776,138.2385638,13823.216379999998,-16.314761650269432,0.06742318570810223,0.15197999999999995,5.74,5.284,7.925700000000001,18.0,2.0,0,16.0,0,113.2422,0.384504638936576,22.931411999999998,-0.08295947585001315
Nb1Mo43Ta35W21,1,43,35,21,1.2616,Nb1 Mo43 Ta35 W21,Nb0.006446396298319061 Mo0.2862461352709192 Ta0.43943334175461213 W0.2678741266761497 ,Nb0.01Mo0.43Ta0.35W0.21,0.027075438222697878,5.608074682217837,-0.0015748302239027867,2.0402,1.0440282937127092,-0.009179758459651313,144.1300218,14412.142179999999,-12.52218930686335,0.07091650996467265,0.16312500000000002,5.64,5.2384,7.712299999999999,18.0,2.0,0,16.0,0,106.33319999999999,0.3032499802909388,17.339112,-0.04081077354648778
Nb11Mo11Ta16W62,11,11,16,62,0.8144,Nb11 Mo11 Ta16 W62,Nb0.062427333791771844 Mo0.06446573856373039 Ta0.17685202836229097 W0.6962548992822069 ,Nb0.11Mo0.11Ta0.16W0.62,0.029249238920031236,5.486239671393711,0.004756905935677239,1.9996,1.0443005145616744,-0.00893917714695847,163.7077626,16370.55626,-10.44884781277688,0.07120132434803488,0.15359999999999996,5.7299999999999995,5.602399999999999,8.396899999999999,18.0,2.0,0,16.0,0,122.70689999999999,0.3496305183503628,21.108123,-0.07584249973499502
Nb48Mo25Ta23W4,48,25,23,4,1.2283,Nb48 Mo25 Ta23 W4,Nb0.3793656064524229 Mo0.2040379266463671 Ta0.3540401484777484 W0.06255631842346154 ,Nb0.48Mo0.25Ta0.23W0.04,0.018265287977543707,5.829207009979817,0.007581424958862517,1.3314000000000001,1.043820709786522,-0.00969129142374803,117.5566748,11755.16748,-29.048827364069663,0.06690766760323837,0.12930000000000008,5.29,4.902,7.557599999999999,18.0,2.0,0,16.0,0,68.8497,0.5250904200199866,18.920066999999996,-0.09935396771072826
Nb1Mo39Ta29W31,1,39,29,31,0.8877,Nb1 Mo39 Ta29 W31,Nb0.006285487010843831 Mo0.2531382164388918 Ta0.3550135193300193 W0.385562777220245 ,Nb0.01Mo0.39Ta0.29W0.31,0.02800257995088726,6.182306079878189,0.002633255809843621,2.1074,1.044114761851601,-0.009439127965740523,147.818749,14781.0949,-12.037485641324812,0.06901214633638662,0.15808499999999998,5.699999999999999,4.9719999999999995,7.843500000000001,18.0,2.0,0,16.0,0,112.881,0.2972660718336558,18.16326,-0.04262655427058383
Nb63Mo6Ta14W17,63,6,14,17,1.1889,Nb63 Mo6 Ta14 W17,Nb0.48423599050131677 Mo0.04762356925090185 Ta0.20958129128582847 W0.25855914896195287 ,Nb0.63Mo0.06Ta0.14W0.17,0.023042052402869193,4.992702445527042,0.013702629326213888,1.5136,1.0438723739291127,-0.00861642545448602,120.8741226,12087.29226,-16.228740470736334,0.07139435836733317,0.127425,5.23,5.168800000000001,7.8253,18.0,2.0,0,16.0,0,66.17790000000001,0.6671534091600231,20.868363,-0.13359782334419754
Nb16Mo21Ta36W27,16,21,36,27,1.4289,Nb16 Mo21 Ta36 W27,Nb0.09923877020053912 Mo0.13450389512662786 Ta0.43488242070768596 W0.331374913965147 ,Nb0.16Mo0.21Ta0.36W0.27,0.029197856944103925,5.612821222948663,-0.012995264547952573,2.2476,1.0439806918978114,-0.01115957879588804,149.7946576,14979.04576,-13.0901869852564,0.07897190123186572,0.17932500000000004,5.48,6.4224000000000006,7.962400000000001,18.0,2.0,0,16.0,0,96.34440000000001,0.4374724853039541,23.289048,-0.0920109706993389
Nb53Mo7Ta20W20,53,7,20,20,1.2586,Nb53 Mo7 Ta20 W20,Nb0.3819637437702983 Mo0.05209529328325977 Ta0.2807270281302033 W0.28521393481623863 ,Nb0.53Mo0.07Ta0.2W0.2,0.025012136113994155,5.217419024102702,0.009443974243529442,1.7484000000000004,1.0438903801448305,-0.009697523195112289,128.9151574,12891.37574,-15.500983722834771,0.07485781398811452,0.14226000000000005,5.2700000000000005,5.6824,7.889500000000001,18.0,2.0,0,16.0,0,72.29910000000001,0.630893573614499,23.013243000000003,-0.13259815680049852
