formula,Nb,Mo,Ta,W,C11,C12,C44,a,b,c,G,B,E,v,Pugh,Zener
Nb18Mo20Ta28W34,18,20,28,34,417.702,171.925,91.011,64.754,64.76,64.757,102.655,253.85,271.382,0.322,2.473,0.741
Nb30Mo33Ta5W32,30,33,5,32,436.798,178.504,91.348,64.463,64.457,64.463,104.964,264.602,278.117,0.325,2.521,0.707
Nb24Mo16Ta32W28,24,16,32,28,384.231,163.476,78.314,65.048,65.057,65.055,89.875,237.061,239.374,0.332,2.638,0.71
Nb29Mo34Ta27W10,29,34,27,10,380.028,160.305,71.979,65.011,65.009,65.013,85.314,233.546,228.159,0.337,2.738,0.655
Nb24Mo23Ta28W25,24,23,28,25,395.212,165.325,80.509,64.927,64.923,64.925,92.876,241.954,247.021,0.33,2.605,0.7
Nb34Mo9Ta31W26,34,9,31,26,353.738,156.835,66.224,65.338,65.345,65.347,77.658,222.47,208.691,0.344,2.865,0.673
Nb23Mo18Ta26W33,23,18,26,33,406.113,168.838,85.178,64.85,64.854,64.851,97.286,247.93,258.098,0.326,2.548,0.718
Nb13Mo31Ta31W25,13,31,31,25,426.233,173.637,94.665,64.667,64.665,64.665,106.262,257.836,280.281,0.319,2.426,0.75
Nb27Mo16Ta27W30,27,16,27,30,389.083,164.402,78.412,65.006,65.001,64.998,90.585,239.295,241.305,0.332,2.642,0.698
Nb28Mo28Ta30W14,28,28,30,14,374.988,159.337,71.615,65.089,65.08,65.085,84.413,231.221,225.766,0.337,2.739,0.664
Nb20Mo31Ta17W32,20,31,17,32,440.539,178.367,97.075,64.5,64.499,64.501,109.498,265.758,288.827,0.319,2.427,0.741
Nb29Mo27Ta22W22,29,27,22,22,394.799,164.955,77.737,64.891,64.894,64.898,90.953,241.57,242.432,0.333,2.656,0.676
Nb32Mo17Ta23W28,32,17,23,28,383.604,162.94,74.326,65.032,65.035,65.034,87.106,236.495,232.744,0.336,2.715,0.674
Nb35Mo28Ta10W27,35,28,10,27,408.829,169.766,79.587,64.736,64.735,64.732,93.716,249.454,249.858,0.333,2.662,0.666
Nb31Mo22Ta18W29,31,22,18,29,400.569,167.132,79.356,64.855,64.856,64.853,92.655,244.944,246.841,0.332,2.644,0.68
Nb17Mo15Ta35W33,17,15,35,33,400.626,168.015,86.666,64.926,64.936,64.93,97.512,245.552,258.34,0.325,2.518,0.745
Nb27Mo28Ta11W34,27,28,11,34,432.658,176.652,91.5,64.546,64.544,64.544,104.691,261.987,277.156,0.324,2.502,0.715
Nb27Mo9Ta32W32,27,9,32,32,375.091,162.4,75.756,65.16,65.163,65.163,86.799,233.297,231.665,0.334,2.688,0.712
Nb29Mo32Ta23W16,29,32,23,16,391.759,163.835,76.037,64.908,64.906,64.908,89.46,239.81,238.697,0.334,2.681,0.667
Nb34Mo31Ta27W8,34,31,27,8,362.631,155.607,64.555,65.166,65.161,65.168,78.067,224.615,209.885,0.344,2.877,0.624
Nb15Mo24Ta28W33,15,24,28,33,428.622,174.588,95.386,64.661,64.66,64.661,106.988,259.266,282.154,0.319,2.423,0.751
Nb28Mo25Ta33W14,28,25,33,14,366.347,157.339,69.396,65.18,65.179,65.18,81.804,227.009,219.095,0.339,2.775,0.664
Nb27Mo31Ta18W24,27,31,18,24,412.845,170.159,84.21,64.716,64.721,64.723,97.509,251.054,258.996,0.328,2.575,0.694
Nb17Mo20Ta30W33,17,20,30,33,415.159,171.16,90.528,64.781,64.785,64.78,102.03,252.493,269.756,0.322,2.475,0.742
Nb33Mo25Ta17W25,33,25,17,25,396.258,165.748,76.677,64.876,64.874,64.875,90.319,242.585,241.043,0.334,2.686,0.665
Nb34Mo35Ta16W15,34,35,16,15,394.545,164.803,74.343,64.844,64.844,64.848,88.557,241.384,236.721,0.337,2.726,0.647
Nb35Mo14Ta24W27,35,14,24,27,370.25,159.663,69.396,65.156,65.16,65.158,82.054,229.859,219.986,0.34,2.801,0.659
Nb30Mo11Ta34W25,30,11,34,25,358.026,157.937,68.907,65.304,65.303,65.305,80.034,224.634,214.614,0.341,2.807,0.689
Nb33Mo13Ta31W23,33,13,31,23,356.178,156.591,66.402,65.303,65.298,65.306,78.211,223.12,210.085,0.343,2.853,0.665
Nb12Mo31Ta34W23,12,31,34,23,420.754,171.95,93.078,64.718,64.715,64.719,104.555,254.885,275.935,0.32,2.438,0.748
Nb26Mo21Ta31W22,26,21,31,22,379.587,161.377,75.094,65.072,65.073,65.075,87.245,234.114,232.814,0.334,2.683,0.688
Nb19Mo25Ta33W23,19,25,33,23,398.331,166.013,83.347,64.912,64.912,64.909,95.218,243.453,252.708,0.327,2.557,0.718
Nb23Mo24Ta28W25,23,24,28,25,398.974,166.228,82.046,64.896,64.892,64.892,94.399,243.81,250.825,0.329,2.583,0.705
Nb29Mo15Ta25W31,29,15,25,31,388.16,164.407,77.447,65.006,65.006,65.014,89.769,238.991,239.339,0.333,2.662,0.692
Nb28Mo26Ta14W32,28,26,14,32,421.662,173.224,87.413,64.658,64.652,64.654,100.651,256.037,266.969,0.326,2.544,0.704
Nb35Mo20Ta11W34,35,20,11,34,407.862,169.701,80.233,64.786,64.783,64.782,94.023,249.088,250.544,0.332,2.649,0.674
Nb13Mo22Ta32W33,13,22,32,33,423.677,173.538,94.797,64.714,64.71,64.715,105.933,256.918,279.397,0.319,2.425,0.758
Nb17Mo29Ta33W21,17,29,33,21,404.996,167.563,85.95,64.842,64.844,64.841,97.837,246.707,259.241,0.325,2.522,0.724
Nb34Mo20Ta16W30,34,20,16,30,396.689,166.297,77.048,64.891,64.889,64.89,90.56,243.094,241.67,0.334,2.684,0.669
Nb23Mo14Ta30W33,23,14,30,33,394.361,166.44,82.333,64.974,64.976,64.973,93.799,242.414,249.249,0.329,2.584,0.722
Nb25Mo14Ta30W31,25,14,30,31,387.275,164.581,79.219,65.031,65.035,65.032,90.812,238.812,241.789,0.331,2.63,0.711
Nb31Mo26Ta31W12,31,26,31,12,361.361,155.908,66.373,65.208,65.208,65.21,79.116,224.393,212.387,0.342,2.836,0.646
Nb30Mo19Ta28W23,30,19,28,23,376.343,161.371,72.279,65.086,65.095,65.093,84.769,233.028,226.806,0.338,2.749,0.672
Nb31Mo17Ta19W33,31,17,19,33,398.459,166.924,79.415,64.897,64.896,64.894,92.389,244.103,246.117,0.332,2.642,0.686
Nb34Mo33Ta24W9,34,33,24,9,371.307,157.839,67.027,65.074,65.074,65.074,80.827,228.995,216.955,0.342,2.833,0.628
Nb27Mo34Ta6W33,27,34,6,33,443.862,180.452,95.33,64.407,64.404,64.403,108.525,268.255,286.887,0.322,2.472,0.724
Nb28Mo34Ta23W15,28,34,23,15,394.965,164.651,77.282,64.872,64.871,64.874,90.711,241.422,241.843,0.333,2.661,0.671
Nb26Mo14Ta31W29,26,14,31,29,380.579,162.823,76.675,65.089,65.093,65.089,88.26,235.408,235.366,0.333,2.667,0.704
Nb31Mo15Ta33W21,31,15,33,21,356.891,156.5,67.127,65.292,65.296,65.297,78.846,223.297,211.628,0.342,2.832,0.67
Nb35Mo15Ta19W31,35,15,19,31,384.97,163.432,73.638,65.017,65.016,65.011,86.765,237.278,232.016,0.337,2.735,0.665
Nb35Mo20Ta12W33,35,20,12,33,404.719,168.784,79.192,64.81,64.812,64.809,92.941,247.429,247.797,0.333,2.662,0.671
Nb23Mo18Ta35W24,23,18,35,24,378.472,161.692,76.47,65.1,65.104,65.104,87.959,233.952,234.491,0.333,2.66,0.706
Nb33Mo25Ta9W33,33,25,9,33,419.095,172.995,84.49,64.663,64.666,64.664,98.256,255.028,261.222,0.329,2.596,0.687
Nb31Mo29Ta32W8,31,29,32,8,358.331,154.739,65.067,65.232,65.225,65.23,77.9,222.603,209.287,0.343,2.858,0.639
Nb25Mo26Ta22W27,25,26,22,27,408.948,169.102,84.321,64.787,64.782,64.784,97.122,249.051,257.849,0.327,2.564,0.703
Nb9Mo35Ta21W35,9,35,21,35,470.631,187.517,112.748,64.286,64.288,64.287,123.505,281.888,323.3,0.309,2.282,0.796
Nb31Mo19Ta23W27,31,19,23,27,386.417,163.298,75.174,64.994,65.002,64.999,88.091,237.671,235.212,0.335,2.698,0.674
Nb23Mo19Ta35W23,23,19,35,23,378.3,161.413,76.297,65.1,65.105,65.1,87.858,233.708,234.224,0.333,2.66,0.704
Nb24Mo27Ta26W23,24,27,26,23,400.693,166.671,81.923,64.862,64.859,64.862,94.524,244.678,251.221,0.329,2.589,0.7
Nb29Mo32Ta15W24,29,32,15,24,414.091,170.701,83.659,64.692,64.693,64.692,97.243,251.831,258.46,0.329,2.59,0.687
Nb14Mo23Ta31W32,14,23,31,32,423.22,173.198,94.087,64.715,64.712,64.712,105.438,256.539,278.2,0.319,2.433,0.753
Nb14Mo33Ta28W25,14,33,28,25,430.967,175.018,95.799,64.608,64.613,64.611,107.59,260.334,283.689,0.318,2.42,0.749
Nb33Mo18Ta24W25,33,18,24,25,376.819,160.731,71.44,65.087,65.087,65.084,84.36,232.761,225.801,0.338,2.759,0.661
Nb31Mo24Ta32W13,31,24,32,13,358.702,155.417,65.883,65.246,65.24,65.241,78.43,223.179,210.618,0.343,2.846,0.648
Nb25Mo16Ta30W29,25,16,30,29,386.888,164.091,78.665,65.025,65.031,65.026,90.45,238.357,240.882,0.332,2.635,0.706
Nb27Mo19Ta34W20,27,19,34,20,367.238,158.565,71.255,65.197,65.193,65.191,83.046,228.122,222.178,0.338,2.747,0.683
Nb23Mo33Ta18W26,23,33,18,26,426.657,174.091,90.584,64.601,64.604,64.602,103.498,258.28,273.908,0.323,2.495,0.717
Nb27Mo30Ta20W23,27,30,20,23,407.772,168.59,82.628,64.772,64.776,64.778,95.849,248.318,254.767,0.329,2.591,0.691
Nb32Mo8Ta27W33,32,8,27,33,373.017,161.797,72.971,65.17,65.169,65.172,84.645,232.204,226.424,0.337,2.743,0.691
Nb33Mo27Ta14W26,33,27,14,26,404.551,168.188,79.16,64.79,64.788,64.789,92.988,246.976,247.856,0.333,2.656,0.67
Nb32Mo19Ta33W16,32,19,33,16,352.407,154.629,64.602,65.317,65.314,65.319,76.66,220.555,206.102,0.344,2.877,0.653
Nb32Mo22Ta21W25,32,22,21,25,388.214,163.518,74.809,64.962,64.964,64.967,88.087,238.417,235.285,0.336,2.707,0.666
Nb18Mo35Ta33W14,18,35,33,14,400.802,166.011,83.388,64.856,64.858,64.857,95.654,244.275,253.83,0.327,2.554,0.71
Nb32Mo28Ta9W31,32,28,9,31,421.563,173.582,85.475,64.627,64.63,64.63,99.242,256.243,263.684,0.328,2.582,0.689
Nb25Mo25Ta35W15,25,25,35,15,370.538,158.556,71.917,65.15,65.141,65.145,84.038,229.217,224.659,0.337,2.728,0.679
Nb29Mo23Ta32W16,29,23,32,16,367.311,158.497,69.319,65.168,65.167,65.165,81.719,228.101,219.004,0.34,2.791,0.664
Nb31Mo25Ta11W33,31,25,11,33,420.184,173.089,85.645,64.66,64.66,64.664,99.215,255.454,263.529,0.328,2.575,0.693
Nb28Mo19Ta20W33,28,19,20,33,406.047,168.747,82.84,64.831,64.83,64.833,95.689,247.847,254.336,0.329,2.59,0.698
Nb30Mo32Ta23W15,30,32,23,15,388.38,162.832,74.461,64.936,64.934,64.936,87.979,238.014,234.984,0.335,2.705,0.66
Nb5Mo31Ta32W32,5,31,32,32,455.708,182.699,108.504,64.461,64.459,64.459,118.954,273.702,311.704,0.31,2.301,0.795
Nb31Mo9Ta27W33,31,9,27,33,376.087,162.358,74.083,65.137,65.141,65.138,85.82,233.601,229.372,0.336,2.722,0.693
Nb11Mo34Ta31W24,11,34,31,24,433.138,175.629,97.69,64.603,64.606,64.602,109.121,261.465,287.383,0.317,2.396,0.759
Nb28Mo25Ta21W26,28,25,21,26,401.885,167.122,80.733,64.844,64.845,64.844,93.823,245.376,249.65,0.33,2.615,0.688
Nb25Mo34Ta22W19,25,34,22,19,408.178,168.535,83.126,64.761,64.76,64.763,96.267,248.416,255.764,0.328,2.58,0.694
Nb18Mo23Ta28W31,18,23,28,31,416.882,171.389,90.212,64.751,64.75,64.748,102.068,253.22,269.936,0.322,2.481,0.735
Nb27Mo28Ta30W15,27,28,30,15,378.347,160.266,73.079,65.06,65.05,65.054,85.824,232.96,229.312,0.336,2.714,0.67
Nb33Mo13Ta27W27,33,13,27,27,368.342,159.499,69.991,65.187,65.193,65.183,82.194,229.113,220.245,0.34,2.787,0.67
Nb25Mo15Ta27W33,25,15,27,33,396.419,166.63,81.705,64.943,64.945,64.948,93.68,243.227,249.064,0.329,2.596,0.711
Nb31Mo21Ta21W27,31,21,21,27,391.963,164.674,76.653,64.934,64.943,64.94,89.789,240.437,239.547,0.334,2.678,0.674
Nb32Mo35Ta19W14,32,35,19,14,392.604,164.116,74.76,64.873,64.87,64.874,88.654,240.279,236.833,0.336,2.71,0.654
Nb31Mo34Ta10W25,31,34,10,25,420.348,173.022,84.82,64.611,64.612,64.609,98.683,255.464,262.276,0.329,2.589,0.686
Nb15Mo28Ta29W28,15,28,29,28,425.221,173.474,93.808,64.678,64.677,64.677,105.543,257.39,278.555,0.32,2.439,0.745
Nb34Mo8Ta35W23,34,8,35,23,341.73,154.577,63.162,65.461,65.468,65.464,73.964,216.962,199.25,0.347,2.933,0.675
Nb33Mo28Ta32W7,33,28,32,7,351.441,152.97,62.092,65.292,65.288,65.293,74.987,219.127,201.928,0.346,2.922,0.626
Nb34Mo15Ta28W23,34,15,28,23,361.975,157.597,67.109,65.238,65.227,65.242,79.466,225.723,213.361,0.342,2.84,0.657
Nb25Mo32Ta35W8,25,32,35,8,370.061,157.81,70.74,65.129,65.126,65.129,83.261,228.56,222.736,0.338,2.745,0.667
Nb22Mo33Ta16W29,22,33,16,29,435.469,176.902,94.247,64.527,64.523,64.522,106.983,263.091,282.639,0.321,2.459,0.729
Nb29Mo20Ta24W27,29,20,24,27,390.404,164.339,77.318,64.967,64.967,64.964,90.054,239.694,240.094,0.333,2.662,0.684
Nb24Mo32Ta13W31,24,32,13,31,436.429,177.501,93.877,64.507,64.504,64.507,106.793,263.81,282.288,0.322,2.47,0.725
Nb30Mo27Ta35W8,30,27,35,8,352.938,153.739,64.142,65.296,65.292,65.291,76.559,220.139,205.817,0.344,2.875,0.644
Nb34Mo26Ta34W6,34,26,34,6,342.228,150.932,59.166,65.387,65.384,65.387,71.788,214.697,193.768,0.35,2.991,0.619
Nb11Mo29Ta33W27,11,29,33,27,427.729,174.171,96.251,64.667,64.667,64.664,107.486,258.69,283.231,0.318,2.407,0.759
Nb20Mo24Ta22W34,20,24,22,34,427.763,174.586,93.068,64.644,64.644,64.646,105.285,258.978,278.161,0.321,2.46,0.735
Nb30Mo21Ta14W35,30,21,14,35,415.861,171.739,85.063,64.724,64.723,64.723,98.331,253.113,261.172,0.328,2.574,0.697
Nb33Mo33Ta25W9,33,33,25,9,371.943,158.009,67.683,65.072,65.073,65.074,81.367,229.32,218.284,0.341,2.818,0.633
Nb13Mo28Ta33W26,13,28,33,26,420.198,171.999,92.863,64.727,64.728,64.726,104.308,254.732,275.343,0.32,2.442,0.748
Nb31Mo23Ta27W19,31,23,27,19,373.763,159.449,70.669,65.103,65.101,65.099,83.538,230.887,223.642,0.339,2.764,0.659
Nb34Mo28Ta29W9,34,28,29,9,357.206,154.335,63.344,65.229,65.231,65.234,76.561,221.959,205.998,0.345,2.899,0.624
Nb14Mo31Ta21W34,14,31,21,34,451.425,181.535,103.583,64.436,64.436,64.437,115.163,271.499,302.692,0.314,2.358,0.768
Nb28Mo34Ta15W23,28,34,15,23,417.44,171.691,85.125,64.655,64.661,64.661,98.638,253.608,261.952,0.328,2.571,0.693
Nb31Mo29Ta26W14,31,29,26,14,376.351,159.549,70.597,65.056,65.053,65.058,83.88,231.816,224.556,0.339,2.764,0.651
Nb22Mo30Ta25W23,22,30,25,23,410.543,169.208,85.653,64.767,64.768,64.769,98.28,249.653,260.638,0.326,2.54,0.71
Nb31Mo22Ta34W13,31,22,34,13,352.792,154.486,64.567,65.309,65.308,65.302,76.719,220.588,206.246,0.344,2.875,0.651
Nb11Mo24Ta33W32,11,24,33,32,428.401,174.597,96.914,64.679,64.674,64.677,107.97,259.199,284.418,0.317,2.401,0.764
Nb25Mo28Ta31W16,25,28,31,16,384.097,162.527,75.565,65.01,65.0,65.008,88.114,236.384,235.126,0.334,2.683,0.682
Nb27Mo24Ta29W20,27,24,29,20,381.433,161.448,74.746,65.041,65.035,65.04,87.29,234.776,232.994,0.335,2.69,0.68
Nb24Mo26Ta33W17,24,26,33,17,379.803,160.966,75.16,65.058,65.055,65.06,87.392,233.912,233.142,0.334,2.677,0.687
Nb25Mo24Ta18W33,25,24,18,33,421.04,172.841,88.664,64.685,64.68,64.683,101.468,255.574,268.827,0.325,2.519,0.714
Nb35Mo32Ta27W6,35,32,27,6,359.126,154.541,62.89,65.196,65.188,65.192,76.498,222.736,205.92,0.346,2.912,0.615
Nb22Mo29Ta31W18,22,29,31,18,393.018,164.223,80.038,64.933,64.931,64.937,92.375,240.488,245.669,0.33,2.603,0.7
Nb34Mo7Ta31W28,34,7,31,28,354.04,157.371,66.756,65.348,65.347,65.346,77.991,222.928,209.538,0.343,2.858,0.679
Nb25Mo26Ta34W15,25,26,34,15,373.507,159.305,72.794,65.115,65.114,65.116,85.004,230.705,227.119,0.336,2.714,0.68
Nb35Mo29Ta9W27,35,29,9,27,411.374,170.631,80.4,64.705,64.708,64.702,94.552,250.879,251.997,0.333,2.653,0.668
Nb9Mo22Ta35W34,9,22,35,34,430.099,175.405,98.553,64.673,64.678,64.672,109.212,260.303,287.437,0.316,2.383,0.774
Nb16Mo34Ta26W24,16,34,26,24,429.33,174.594,94.278,64.614,64.612,64.613,106.363,259.506,280.734,0.32,2.44,0.74
Nb33Mo10Ta27W30,33,10,27,30,369.256,160.329,70.934,65.195,65.193,65.194,82.864,229.971,221.936,0.339,2.775,0.679
Nb32Mo18Ta24W26,32,18,24,26,380.282,161.7,72.958,65.058,65.057,65.056,85.819,234.561,229.472,0.337,2.733,0.668
Nb16Mo17Ta32W35,16,17,32,35,413.309,171.045,90.796,64.813,64.814,64.811,101.918,251.799,269.405,0.322,2.471,0.75
Nb7Mo34Ta25W34,7,34,25,34,468.056,186.703,112.464,64.334,64.332,64.333,123.011,280.487,321.966,0.309,2.28,0.799
Nb29Mo28Ta25W18,29,28,25,18,386.046,162.357,74.708,64.975,64.971,64.97,87.857,236.92,234.574,0.335,2.697,0.668
Nb28Mo25Ta28W19,28,25,28,19,381.368,161.204,73.928,65.037,65.032,65.036,86.749,234.592,231.689,0.335,2.704,0.672
Nb14Mo29Ta34W23,14,29,34,23,412.826,169.868,89.813,64.782,64.782,64.781,101.374,250.854,268.017,0.322,2.475,0.739
Nb33Mo9Ta25W33,33,9,25,33,375.602,162.028,72.987,65.138,65.144,65.14,85.037,233.219,227.466,0.337,2.743,0.683
Nb22Mo30Ta30W18,22,30,30,18,396.274,165.074,80.81,64.906,64.903,64.903,93.298,242.141,248.037,0.329,2.595,0.699
Nb20Mo32Ta29W19,20,32,29,19,405.768,167.631,84.504,64.816,64.81,64.812,96.968,247.01,257.242,0.326,2.547,0.71
Nb20Mo29Ta31W20,20,29,31,20,400.119,166.187,83.194,64.873,64.872,64.879,95.38,244.164,253.173,0.327,2.56,0.711
Nb26Mo12Ta30W32,26,12,30,32,384.09,163.995,78.213,65.068,65.066,65.068,89.697,237.36,238.987,0.332,2.646,0.711
Nb21Mo33Ta11W35,21,33,11,35,452.114,182.373,100.983,64.374,64.368,64.371,113.402,272.287,298.734,0.317,2.401,0.749
Nb32Mo30Ta16W22,32,30,16,22,401.878,167.148,78.304,64.806,64.807,64.804,92.129,245.391,245.646,0.333,2.664,0.667
Nb19Mo34Ta30W17,19,34,30,17,406.248,167.762,85.111,64.808,64.807,64.807,97.44,247.257,258.378,0.326,2.538,0.714
Nb34Mo35Ta14W17,34,35,14,17,399.705,166.554,76.165,64.789,64.793,64.796,90.378,244.271,241.366,0.335,2.703,0.653
Nb34Mo21Ta26W19,34,21,26,19,366.621,157.746,67.365,65.163,65.167,65.164,80.353,227.371,215.656,0.342,2.83,0.645
Nb21Mo31Ta13W35,21,31,13,35,447.565,180.859,99.469,64.428,64.425,64.429,111.872,269.761,294.857,0.318,2.411,0.746
Nb21Mo27Ta32W20,21,27,32,20,393.808,164.618,80.783,64.936,64.935,64.941,92.95,241.015,247.087,0.329,2.593,0.705
Nb17Mo14Ta34W35,17,14,34,35,403.533,169.028,87.857,64.907,64.91,64.899,98.632,247.196,261.162,0.324,2.506,0.749
Nb34Mo27Ta19W20,34,27,19,20,386.176,162.572,72.514,64.95,64.95,64.955,86.301,237.106,230.891,0.338,2.747,0.649
Nb26Mo18Ta31W25,26,18,31,25,380.255,161.88,75.761,65.077,65.078,65.082,87.732,234.672,234.033,0.334,2.675,0.694
Nb34Mo22Ta22W22,34,22,22,22,378.176,160.746,70.812,65.053,65.051,65.044,84.13,233.223,225.3,0.339,2.772,0.651
Nb15Mo27Ta27W31,15,27,27,31,431.219,175.303,96.006,64.626,64.627,64.628,107.723,260.609,284.035,0.318,2.419,0.75
Nb22Mo25Ta28W25,22,25,28,25,402.383,167.055,83.353,64.861,64.856,64.864,95.718,245.497,254.127,0.327,2.565,0.708
Nb13Mo33Ta28W26,13,33,28,26,434.773,176.158,97.551,64.58,64.584,64.582,109.216,262.363,287.724,0.317,2.402,0.754
Nb28Mo27Ta14W31,28,27,14,31,421.558,173.142,87.275,64.654,64.652,64.653,100.553,255.947,266.729,0.326,2.545,0.703
Nb11Mo22Ta32W35,11,22,32,35,431.561,175.792,98.305,64.655,64.651,64.655,109.232,261.048,287.585,0.316,2.39,0.769
Nb17Mo33Ta27W23,17,33,27,23,422.852,172.508,91.607,64.668,64.67,64.671,103.823,255.956,274.371,0.321,2.465,0.732
Nb30Mo34Ta13W23,30,34,13,23,415.559,171.306,83.634,64.66,64.664,64.664,97.365,252.724,258.853,0.329,2.596,0.685
Nb19Mo35Ta29W17,19,35,29,17,409.231,168.518,85.817,64.776,64.776,64.777,98.289,248.756,260.55,0.325,2.531,0.713
Nb22Mo16Ta32W30,22,16,32,30,391.296,165.302,81.355,64.989,64.998,64.994,92.814,240.634,246.722,0.329,2.593,0.72
Nb30Mo23Ta35W12,30,23,35,12,353.108,154.279,64.859,65.307,65.301,65.303,77.007,220.555,206.937,0.344,2.864,0.652
Nb33Mo28Ta30W9,33,28,30,9,357.404,154.485,63.872,65.236,65.227,65.232,76.945,222.124,206.941,0.345,2.887,0.63
Nb32Mo24Ta15W29,32,24,15,29,405.702,168.543,80.367,64.797,64.793,64.799,93.956,247.596,250.218,0.332,2.635,0.678
Nb34Mo31Ta18W17,34,31,18,17,388.864,163.228,72.956,64.911,64.913,64.914,86.932,238.44,232.537,0.337,2.743,0.647
Nb10Mo34Ta24W32,10,34,24,32,458.255,183.562,107.538,64.394,64.393,64.392,118.611,275.127,311.123,0.312,2.32,0.783
Nb22Mo29Ta20W29,22,29,20,29,424.914,173.575,90.805,64.639,64.638,64.639,103.445,257.355,273.668,0.323,2.488,0.723
Nb34Mo14Ta18W34,34,14,18,34,391.767,165.454,76.51,64.964,64.963,64.959,89.532,240.891,238.988,0.335,2.691,0.676
Nb25Mo31Ta32W12,25,31,32,12,379.366,160.347,73.889,65.043,65.043,65.047,86.539,233.353,231.054,0.335,2.697,0.675
Nb26Mo27Ta35W12,26,27,35,12,366.92,157.435,70.178,65.175,65.171,65.17,82.427,227.263,220.61,0.338,2.757,0.67
Nb26Mo25Ta22W27,26,25,22,27,407.854,169.401,83.342,64.786,64.802,64.804,96.222,248.885,255.713,0.329,2.587,0.699
Nb35Mo29Ta6W30,35,29,6,30,419.442,173.318,83.246,64.631,64.627,64.628,97.397,255.36,259.232,0.331,2.622,0.676
Nb29Mo21Ta31W19,29,21,31,19,369.253,158.622,70.571,65.162,65.162,65.163,82.885,228.833,221.866,0.338,2.761,0.67
Nb14Mo33Ta26W27,14,33,26,27,436.992,176.909,97.902,64.559,64.555,64.558,109.7,263.603,289.009,0.317,2.403,0.753
Nb33Mo33Ta22W12,33,33,22,12,380.882,160.557,70.568,64.989,64.989,64.986,84.411,233.999,226.052,0.339,2.772,0.641
Nb35Mo5Ta25W35,35,5,25,35,368.825,161.122,70.85,65.211,65.206,65.21,82.609,230.357,221.366,0.34,2.789,0.682
Nb32Mo9Ta26W33,32,9,26,33,375.779,162.118,73.451,65.134,65.145,65.139,85.373,233.338,228.278,0.337,2.733,0.688
Nb22Mo33Ta21W24,22,33,21,24,421.939,172.506,89.272,64.651,64.652,64.651,102.086,255.65,270.282,0.324,2.504,0.716
Nb20Mo35Ta19W26,20,35,19,26,433.776,176.208,94.309,64.544,64.541,64.541,106.859,262.064,282.218,0.321,2.452,0.732
Nb14Mo25Ta32W29,14,25,32,29,419.972,172.055,92.677,64.738,64.737,64.732,104.136,254.694,274.937,0.32,2.446,0.748
Nb21Mo34Ta23W22,21,34,23,22,419.309,171.739,88.673,64.676,64.675,64.676,101.37,254.262,268.436,0.324,2.508,0.716
Nb35Mo18Ta15W32,35,18,15,32,396.608,166.398,76.788,64.897,64.899,64.892,90.349,243.135,241.174,0.335,2.691,0.667
Nb35Mo31Ta8W26,35,31,8,26,413.892,171.504,81.101,64.675,64.673,64.675,95.304,252.3,253.937,0.332,2.647,0.669
Nb29Mo25Ta22W24,29,25,22,24,395.692,165.354,78.244,64.897,64.898,64.9,91.384,242.133,243.518,0.332,2.65,0.679
Nb23Mo26Ta34W17,23,26,34,17,380.442,161.124,75.773,65.054,65.056,65.056,87.894,234.23,234.366,0.333,2.665,0.691
Nb17Mo26Ta22W35,17,26,22,35,438.027,177.501,97.878,64.559,64.557,64.558,109.759,264.343,289.245,0.318,2.408,0.751
Nb24Mo19Ta29W28,24,19,29,28,392.697,165.143,80.332,64.961,64.966,64.96,92.373,240.994,245.724,0.33,2.609,0.706
Nb32Mo14Ta30W24,32,14,30,24,364.058,159.229,68.694,65.22,65.22,65.22,80.648,227.505,216.375,0.341,2.821,0.671
Nb20Mo22Ta25W33,20,22,25,33,418.791,172.061,90.189,64.729,64.732,64.73,102.259,254.305,270.519,0.323,2.487,0.731
Nb24Mo35Ta7W34,24,35,7,34,450.913,182.448,99.228,64.348,64.351,64.345,112.007,271.937,295.456,0.319,2.428,0.739
Nb25Mo26Ta33W16,25,26,33,16,376.286,160.026,73.653,65.088,65.085,65.09,85.932,232.113,229.477,0.335,2.701,0.681
Nb23Mo29Ta21W27,23,29,21,27,418.454,171.635,88.201,64.696,64.692,64.693,100.924,253.908,267.349,0.325,2.516,0.715
Nb17Mo33Ta32W18,17,33,32,18,407.856,168.222,86.456,64.803,64.807,64.805,98.546,248.1,261.072,0.325,2.518,0.722
Nb34Mo19Ta31W16,34,19,31,16,351.76,154.282,63.289,65.316,65.314,65.316,75.685,220.108,203.707,0.346,2.908,0.641
Nb7Mo34Ta30W29,7,34,30,29,452.791,181.783,106.599,64.462,64.461,64.46,117.352,272.119,307.808,0.311,2.319,0.787
Nb12Mo32Ta27W29,12,32,27,29,441.814,178.348,100.6,64.533,64.529,64.53,112.078,266.17,294.849,0.315,2.375,0.764
Nb5Mo35Ta29W31,5,35,29,31,464.126,185.3,111.586,64.377,64.377,64.376,121.992,278.242,319.311,0.309,2.281,0.8
Nb21Mo25Ta24W30,21,25,24,30,418.205,171.625,89.2,64.725,64.723,64.725,101.564,253.818,268.834,0.323,2.499,0.723
Nb28Mo21Ta30W21,28,21,30,21,375.649,160.232,72.867,65.098,65.101,65.109,85.25,232.037,227.847,0.336,2.722,0.677
Nb20Mo26Ta20W34,20,26,20,34,432.832,176.142,94.798,64.591,64.59,64.59,107.042,261.705,282.596,0.32,2.445,0.739
